time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
4.896359,5,285.712,70.148,2158.553,323.992,3032.109,526.237,3222.076,368.545,4681.581,2778.099
4.902609,4,292.597,85.157,2248.851,363.176,3112.251,180.055,3469.514,1230.803,--undefined--,--undefined--
4.908859,4,285.003,81.734,2224.912,679.765,3135.934,168.743,3287.216,2024.157,--undefined--,--undefined--
4.915109,5,287.191,108.364,1825.477,1859.674,2689.674,685.188,3193.247,200.241,4883.380,1443.293
4.921359,5,295.477,102.914,1678.578,1661.628,2685.418,669.390,3190.592,192.255,4913.439,1027.025
4.927609,4,295.832,124.890,2085.877,946.871,2831.861,780.895,3174.344,206.270,--undefined--,--undefined--
4.933859,4,290.010,85.151,2123.447,401.663,2986.052,414.010,3241.814,328.486,--undefined--,--undefined--
4.940109,4,294.867,74.516,2049.088,598.982,3088.516,222.127,3264.208,920.535,--undefined--,--undefined--
4.946359,5,298.025,94.879,1967.038,1172.241,2807.093,926.559,3210.178,237.706,5104.046,1629.894
4.952609,5,291.140,135.017,2357.230,2337.135,2374.967,779.769,3202.051,238.336,5043.246,1852.821
4.958859,4,290.410,117.690,2043.717,1128.527,3050.084,696.925,3206.228,303.421,--undefined--,--undefined--
4.965109,5,293.405,112.611,2034.804,1070.614,3008.063,920.411,3173.936,175.245,4899.648,2873.280
4.971359,5,288.740,103.702,2277.902,465.273,2701.423,2307.936,3169.224,129.768,4851.194,2176.528
4.977609,5,287.828,71.358,2264.064,336.593,2539.119,1686.113,3167.937,146.334,4659.549,1175.422
4.983859,5,295.768,87.137,1964.913,897.256,2766.997,943.802,3178.130,145.813,4967.944,1624.218
4.990109,4,298.307,108.512,2001.155,769.350,3149.013,742.139,3214.036,233.047,--undefined--,--undefined--
4.996359,4,298.840,136.404,2141.465,530.813,3091.863,468.032,3276.475,262.626,--undefined--,--undefined--
5.002609,4,299.351,122.603,2022.324,665.884,3051.899,702.772,3204.101,305.090,--undefined--,--undefined--
5.008859,4,289.269,121.459,2057.576,1021.699,3095.042,909.889,3163.166,291.025,--undefined--,--undefined--
5.015109,4,289.610,89.061,2241.204,774.809,2945.358,1163.732,3198.543,262.930,--undefined--,--undefined--
5.021359,4,300.200,105.750,2247.696,397.849,3020.730,753.308,3233.661,456.524,--undefined--,--undefined--
5.027609,4,317.219,195.227,2245.430,495.186,3169.971,329.981,3295.020,878.809,--undefined--,--undefined--
5.033859,4,304.102,181.694,2242.214,640.168,3148.790,229.674,3299.608,1108.738,--undefined--,--undefined--
5.040109,4,289.355,108.732,2202.545,399.024,2986.926,857.150,3175.859,259.117,--undefined--,--undefined--
5.046359,4,294.883,110.813,2222.817,588.555,3086.189,437.485,3206.305,519.222,--undefined--,--undefined--
5.052609,4,301.387,144.353,2139.326,2347.854,2664.178,679.916,3177.504,243.120,--undefined--,--undefined--
5.058859,4,301.259,114.274,2337.300,508.705,3133.699,180.790,3292.749,1438.653,--undefined--,--undefined--
5.065109,4,299.532,136.822,2206.930,521.654,3094.719,218.189,3353.387,572.708,--undefined--,--undefined--
5.071359,4,286.397,125.238,2134.215,630.096,3127.494,225.578,3245.931,936.746,--undefined--,--undefined--
5.077609,5,279.764,83.927,2239.362,508.867,2700.751,1959.134,3118.948,157.859,5108.315,1693.605
5.083859,5,285.580,118.798,2241.012,562.533,2559.167,2869.744,3122.727,150.018,5189.105,2067.493
5.090109,5,285.370,98.729,1799.022,1088.544,2590.482,548.482,3165.649,109.453,4828.295,1060.725
5.096359,4,286.110,82.641,2363.981,900.067,2491.720,1094.198,3143.902,168.204,--undefined--,--undefined--
5.102609,4,294.132,104.284,2235.148,376.220,3135.977,209.023,3170.796,1874.365,--undefined--,--undefined--
5.108859,4,279.676,79.346,2206.886,679.439,2742.787,794.495,3150.905,212.597,--undefined--,--undefined--
5.115109,4,278.359,102.896,2307.029,584.791,2931.918,711.656,3197.430,300.995,--undefined--,--undefined--
5.121359,4,290.068,152.616,2327.976,589.557,3131.444,356.056,3167.216,801.390,--undefined--,--undefined--
5.127609,4,281.467,110.264,2312.719,654.832,2790.863,992.725,3108.929,224.683,--undefined--,--undefined--
5.133859,4,282.983,78.158,2307.281,594.619,2792.076,1229.996,3102.607,233.676,--undefined--,--undefined--
5.140109,5,285.482,79.945,1981.462,1067.240,2623.975,807.204,3155.866,192.232,4863.504,966.874
5.146359,5,298.112,107.519,1837.393,2380.921,2561.027,490.650,3150.216,116.865,4758.083,1069.714
5.152609,5,287.578,107.176,2202.831,1893.068,2480.639,536.696,3170.105,160.106,4840.038,1432.767
5.158859,5,280.417,69.666,2241.858,487.870,2767.113,748.435,3204.293,240.322,4893.891,1704.874
5.165109,4,278.821,92.295,2224.581,625.013,2704.086,954.484,3207.739,272.031,--undefined--,--undefined--
5.171359,4,279.976,94.250,1952.371,782.347,2937.001,599.326,3223.227,220.447,--undefined--,--undefined--
5.177609,5,276.451,82.574,1960.336,1172.566,2824.763,728.332,3166.350,220.431,4964.727,1324.259
5.183859,4,286.979,88.458,2321.093,670.129,3112.079,749.675,3117.445,313.609,--undefined--,--undefined--
5.190109,4,285.869,113.980,2287.514,531.711,3151.841,291.753,3202.688,620.056,--undefined--,--undefined--
5.196359,4,281.473,108.229,2225.336,387.988,3165.313,252.974,3223.514,784.745,--undefined--,--undefined--
5.202609,4,281.945,74.372,2180.957,515.667,3175.613,166.855,3368.563,1442.398,--undefined--,--undefined--
5.208859,4,283.477,104.205,2199.504,600.289,3148.066,152.874,3611.168,1416.576,--undefined--,--undefined--
5.215109,4,282.977,156.723,2184.874,614.725,3182.604,177.940,3500.191,1334.429,--undefined--,--undefined--
5.221359,4,288.892,161.897,2214.908,875.631,2881.355,1585.472,3211.963,186.529,--undefined--,--undefined--
5.227609,5,297.735,101.452,2190.465,1149.330,2751.565,1018.107,3196.378,158.487,5135.846,2510.725
5.233859,4,290.504,91.788,2167.118,572.818,3016.840,1207.490,3197.112,207.745,--undefined--,--undefined--
5.240109,4,297.377,111.075,2213.876,266.964,3207.604,287.252,3287.396,676.712,--undefined--,--undefined--
5.246359,4,291.775,108.492,2117.216,491.639,3212.836,208.071,3239.005,1733.765,--undefined--,--undefined--
5.252609,4,277.194,111.820,2171.163,631.517,2848.395,530.673,3260.137,233.456,--undefined--,--undefined--
5.258859,4,290.241,102.313,2235.752,435.903,2893.956,494.100,3241.832,226.358,--undefined--,--undefined--
5.265109,4,299.090,73.816,2078.293,814.876,2921.721,558.992,3211.189,309.568,--undefined--,--undefined--
5.271359,5,290.796,78.032,2070.047,664.591,2955.867,774.440,3194.739,297.657,5039.963,1881.625
5.277609,4,292.838,88.634,2147.763,397.475,3192.592,950.572,3217.729,223.458,--undefined--,--undefined--
5.283859,4,310.473,165.196,2358.563,1241.324,3186.683,222.202,3298.139,1238.526,--undefined--,--undefined--
5.290109,5,301.062,94.122,1860.277,1367.268,2902.155,541.908,3234.511,260.511,5195.615,1583.324
5.296359,5,293.449,60.320,2210.514,907.024,2903.059,744.752,3218.078,222.763,5388.956,1946.876
5.302609,5,297.428,55.619,2306.927,646.774,2744.210,1291.095,3153.402,194.972,4926.280,1539.238
5.308859,5,290.767,85.500,2116.554,605.822,2775.150,641.825,3223.609,199.314,4756.285,1631.457
5.315109,4,288.741,74.065,2151.186,313.679,2966.563,341.317,3291.005,258.089,--undefined--,--undefined--
5.321359,4,287.366,74.933,2107.916,736.806,3052.579,377.841,3262.618,349.471,--undefined--,--undefined--
5.327609,5,273.746,62.974,2136.031,695.336,2858.011,699.055,3223.114,175.197,4983.530,1740.337
5.333859,5,272.285,62.494,2190.660,642.281,2962.267,762.925,3184.837,220.868,5376.951,2206.823
5.340109,5,281.910,82.587,2045.295,1397.431,2885.441,1074.287,3148.262,180.282,4952.959,1729.262
5.346359,5,279.418,83.089,1863.444,1454.500,2640.780,804.937,3225.697,121.537,4830.666,1125.106
5.352609,4,273.720,82.548,2165.565,626.593,2850.575,494.986,3233.176,219.392,--undefined--,--undefined--
5.358859,4,271.885,88.423,2227.504,312.604,2948.132,396.214,3276.169,266.237,--undefined--,--undefined--
5.365109,4,270.150,69.975,2226.741,398.225,3155.915,323.941,3284.985,632.152,--undefined--,--undefined--
5.371359,4,269.394,77.877,2268.241,564.529,3170.949,237.678,3498.144,1027.331,--undefined--,--undefined--
5.377609,4,267.622,57.338,2249.481,382.567,3172.718,226.844,3352.494,903.874,--undefined--,--undefined--
5.383859,4,270.851,56.333,2218.139,326.824,2994.323,379.846,3294.825,236.535,--undefined--,--undefined--
5.390109,5,271.016,61.413,2144.760,708.622,2823.637,688.662,3215.065,211.407,4998.943,1785.302
5.396359,5,277.632,66.626,2085.278,1140.080,2807.213,635.028,3209.820,163.322,4730.730,1618.820
5.402609,5,280.332,54.589,2207.271,690.681,2914.826,516.417,3230.218,172.937,5012.099,2326.072
5.408859,5,277.649,59.726,1975.911,725.597,2919.252,432.661,3201.268,169.637,4814.838,1506.800
5.415109,5,268.796,81.829,1888.825,849.315,3024.352,638.131,3178.769,308.909,4995.715,1564.096
5.421359,4,270.117,80.988,2098.224,1088.128,3030.499,785.955,3180.336,246.239,--undefined--,--undefined--
5.427609,4,275.462,89.604,1874.366,1265.638,3054.210,317.839,3236.635,344.839,--undefined--,--undefined--
5.433859,5,261.713,75.235,2097.977,487.011,2947.094,776.093,3219.277,273.111,5069.884,2055.177
5.440109,4,268.294,71.759,2162.710,243.598,3090.381,263.710,3348.098,904.172,--undefined--,--undefined--
5.446359,4,272.704,75.664,2182.537,305.515,3130.171,153.545,3898.232,1551.470,--undefined--,--undefined--
5.452609,4,284.620,88.171,2257.570,367.970,3170.759,105.847,4139.889,2424.239,--undefined--,--undefined--
5.458859,4,278.646,62.482,2304.183,873.390,2757.594,1121.151,3232.374,196.035,--undefined--,--undefined--
5.465109,4,274.795,47.166,2198.188,317.599,2897.367,471.294,3276.296,188.888,--undefined--,--undefined--
5.471359,4,278.336,74.288,2191.482,389.824,3024.977,1118.194,3195.722,246.495,--undefined--,--undefined--
5.477609,4,275.591,113.773,2100.745,628.158,3152.997,186.020,3340.708,1052.786,--undefined--,--undefined--
5.483859,5,278.273,118.656,1806.145,1265.863,2879.483,723.159,3204.138,201.202,4797.544,1728.540
5.490109,5,272.790,73.862,1941.128,787.728,2960.032,615.742,3212.255,223.546,5236.899,2225.882
5.496359,4,273.194,88.942,2177.112,561.363,3188.151,215.884,3327.581,1709.220,--undefined--,--undefined--
5.502609,4,279.132,73.669,2195.311,435.299,3113.828,168.133,3545.481,2482.983,--undefined--,--undefined--
5.508859,5,285.637,76.756,2097.197,2235.005,2287.504,680.135,3101.555,128.330,4741.758,878.056
5.515109,5,285.347,75.477,1907.201,961.884,2694.701,1060.378,3115.977,135.712,4838.692,1140.910
5.521359,4,278.344,77.504,2135.846,1056.515,2966.816,709.943,3168.132,252.463,--undefined--,--undefined--
5.527609,4,280.259,60.205,2212.788,574.153,2944.950,402.481,3242.677,200.365,--undefined--,--undefined--
5.533859,4,274.714,63.872,2123.462,488.271,2946.615,468.160,3233.525,202.475,--undefined--,--undefined--
5.540109,4,268.113,51.376,2143.783,422.832,2967.300,721.534,3205.533,275.129,--undefined--,--undefined--
5.546359,5,276.732,47.868,2161.074,1005.929,2524.167,1054.272,3179.181,205.870,4751.237,862.684
5.552609,5,284.202,66.436,2109.448,774.459,3060.980,1787.526,3158.833,229.848,5027.384,2285.930
5.558859,4,284.445,74.062,2236.993,539.374,3104.517,1102.774,3161.790,272.457,--undefined--,--undefined--
5.565109,4,280.536,69.486,2227.834,378.887,3140.852,1036.852,3180.388,253.725,--undefined--,--undefined--
5.571359,5,282.343,52.509,2271.177,842.209,2571.489,1350.714,3206.239,195.764,4802.232,1332.757
5.577609,5,282.416,76.295,1957.152,1648.032,2636.180,529.826,3200.044,214.299,4852.894,1390.338
5.583859,4,277.120,95.013,2244.960,776.763,2930.924,933.866,3221.638,301.578,--undefined--,--undefined--
5.590109,4,279.238,85.082,2220.602,343.727,3150.962,711.562,3199.877,316.218,--undefined--,--undefined--
5.596359,4,287.018,118.392,2211.128,444.998,3172.485,151.910,3382.783,1482.500,--undefined--,--undefined--
5.602609,5,273.960,110.906,1644.762,1471.671,2593.348,604.412,3186.417,129.387,4961.770,957.129
5.608859,4,280.087,117.882,1965.722,1652.510,2596.621,975.004,3182.694,148.186,--undefined--,--undefined--
5.615109,4,283.081,63.402,2014.534,865.175,3038.188,885.565,3188.030,196.904,--undefined--,--undefined--
5.621359,4,286.095,64.238,2249.298,984.865,3142.852,978.893,3214.161,247.667,--undefined--,--undefined--
5.627609,4,280.435,71.527,2380.926,1246.161,3030.926,1073.989,3222.380,182.613,--undefined--,--undefined--
5.633859,5,275.668,40.911,2087.954,1372.012,2613.322,594.444,3206.809,110.997,4941.039,1194.755
5.640109,5,279.418,62.994,1847.713,1101.143,2766.918,716.677,3185.347,130.283,5143.532,1312.126
5.646359,4,281.489,123.291,2206.335,676.952,3156.879,170.002,3483.508,2868.242,--undefined--,--undefined--
5.652609,4,279.638,89.492,2204.701,643.104,3111.002,276.648,3219.785,1284.954,--undefined--,--undefined--
5.658859,4,278.977,76.616,2135.546,258.833,3135.181,332.936,3359.271,430.861,--undefined--,--undefined--
5.665109,4,279.069,56.590,2146.032,211.028,3129.253,193.533,3512.050,673.572,--undefined--,--undefined--
5.671359,4,283.712,65.372,2175.469,518.811,3194.361,273.600,3348.089,2187.589,--undefined--,--undefined--
5.677609,4,282.778,48.801,2308.035,479.305,2676.864,1835.665,3272.077,165.782,--undefined--,--undefined--
5.683859,4,271.625,46.184,2257.612,472.944,3092.327,1081.614,3218.843,172.007,--undefined--,--undefined--
5.690109,4,268.857,80.219,2272.405,576.119,3041.896,1084.791,3225.759,187.082,--undefined--,--undefined--
5.696359,5,276.872,112.753,1642.214,1133.763,2889.302,502.752,3227.460,225.331,4971.584,1382.277
5.702609,4,279.552,106.315,2100.730,1377.517,2762.961,557.646,3201.891,195.789,--undefined--,--undefined--
5.708859,4,279.563,87.037,2310.247,558.281,3153.041,271.460,3221.951,912.734,--undefined--,--undefined--
5.715109,4,289.619,86.396,2275.814,925.722,3065.662,1314.454,3164.213,187.970,--undefined--,--undefined--
5.721359,5,287.536,59.457,2283.654,1297.013,2699.522,1007.387,3133.586,159.361,4922.968,1776.514
5.727609,5,282.718,58.659,2056.670,984.675,2917.939,659.566,3209.447,179.412,4775.862,1699.442
5.733859,4,275.776,65.346,2145.493,573.200,3066.277,675.422,3218.737,223.847,--undefined--,--undefined--
5.740109,4,277.928,85.474,2038.202,1145.587,2989.695,986.468,3199.063,260.404,--undefined--,--undefined--
5.746359,5,274.283,85.839,1719.052,790.004,3017.595,350.897,3276.972,391.168,4718.966,1649.713
5.752609,5,272.567,78.627,2023.164,840.262,2858.623,870.726,3229.432,241.701,4692.746,1682.596
5.758859,4,279.707,57.120,2187.891,431.734,2847.439,513.409,3274.413,163.037,--undefined--,--undefined--
5.765109,4,286.880,69.755,2184.306,516.874,2893.947,1080.922,3252.121,223.573,--undefined--,--undefined--
5.771359,5,278.896,67.191,2217.878,713.791,2431.888,2121.205,3270.368,254.580,4773.386,1311.977
5.777609,5,279.664,75.195,2069.320,849.809,2528.049,2049.115,3234.547,242.377,4703.193,1368.778
5.783859,5,276.027,99.615,1835.863,1068.954,2483.515,1164.022,3231.601,281.182,4787.942,1211.074
5.790109,4,270.240,108.085,2104.578,434.835,3205.839,274.246,3801.008,1484.446,--undefined--,--undefined--
5.796359,5,274.488,96.113,2217.165,875.966,2435.033,2381.851,3211.681,215.351,4671.085,1583.390
5.802609,5,278.393,86.098,1645.829,1211.949,2780.604,744.797,3253.263,159.220,5147.095,1359.165
5.808859,5,267.597,79.659,1860.825,1291.477,2480.890,840.216,3265.875,226.671,5367.479,1144.138
5.815109,5,263.781,84.179,2177.167,509.125,2549.933,2587.634,3175.773,318.361,5235.084,1651.394
5.821359,4,264.637,64.919,2214.587,540.553,2538.828,1060.055,3217.426,179.626,--undefined--,--undefined--
5.827609,5,270.787,71.103,2125.782,1605.073,2447.507,538.355,3213.213,225.570,5074.158,1606.400
5.833859,5,272.785,73.712,1772.648,1533.590,2423.180,514.713,3237.195,256.058,4719.201,811.156
5.840109,5,278.767,82.152,2225.286,7282.408,2286.646,465.166,3098.812,290.732,4699.029,1612.278
5.846359,4,281.955,82.277,2292.731,754.717,3075.171,219.772,3233.941,3936.319,--undefined--,--undefined--
5.852609,4,278.957,98.168,2224.880,667.640,3145.144,266.349,3325.380,1329.393,--undefined--,--undefined--
5.858859,4,270.472,79.027,2237.355,467.618,3086.512,189.327,3454.622,1596.178,--undefined--,--undefined--
5.865109,4,273.904,87.485,2377.087,490.472,3076.049,142.136,4075.737,2330.618,--undefined--,--undefined--
5.871359,4,266.368,58.864,2260.247,311.270,3047.247,278.099,3379.652,1120.626,--undefined--,--undefined--
5.877609,4,263.635,47.712,2184.362,256.326,3147.653,829.654,3165.377,407.833,--undefined--,--undefined--
5.883859,4,272.221,59.200,2203.201,369.682,3181.854,219.170,3421.262,2295.668,--undefined--,--undefined--
5.890109,4,276.994,80.991,2193.177,482.087,3010.110,1124.912,3167.281,274.576,--undefined--,--undefined--
5.896359,4,283.868,82.690,2216.662,386.443,3036.047,1405.262,3177.959,213.443,--undefined--,--undefined--
5.902609,4,283.651,116.252,2232.102,594.027,3115.320,1326.069,3190.530,266.776,--undefined--,--undefined--
5.908859,4,284.610,116.200,2172.119,1800.985,2512.290,896.295,3218.913,279.604,--undefined--,--undefined--
5.915109,5,277.400,93.979,1777.517,1690.033,2545.296,624.054,3182.555,126.363,4785.947,1096.873
5.921359,5,269.505,107.454,1682.995,1260.430,2617.667,602.840,3189.378,152.262,4883.649,942.190
5.927609,4,277.248,91.779,2205.405,492.010,2864.849,1265.906,3133.913,194.622,--undefined--,--undefined--
5.933859,4,286.498,109.871,2232.484,628.730,2894.876,1716.414,3158.664,134.234,--undefined--,--undefined--
5.940109,5,284.826,89.267,1941.530,1631.737,2734.152,690.804,3196.629,140.886,4702.015,1367.305
5.946359,4,294.618,108.912,2365.982,678.972,3016.727,997.496,3192.776,204.447,--undefined--,--undefined--
5.952609,4,285.884,81.626,2072.874,1145.095,2830.928,466.284,3202.014,150.877,--undefined--,--undefined--
5.958859,5,278.704,107.053,1954.355,973.097,2698.534,635.974,3206.295,136.438,4947.312,1099.048
5.965109,5,280.546,90.307,2031.190,789.725,2720.018,697.394,3199.076,132.224,4907.970,1198.360
5.971359,5,285.300,74.938,2009.265,870.737,2810.222,517.454,3158.050,151.705,4758.092,1076.599
5.977609,5,292.218,97.081,1932.304,1135.797,2734.756,806.773,3112.183,159.922,4596.281,808.706
5.983859,5,302.143,171.194,1623.484,1724.260,2838.148,561.943,3148.884,208.172,4769.190,1296.193
5.990109,5,292.960,137.360,1479.057,1436.332,2893.647,406.493,3206.251,189.989,4965.769,1202.260
5.996359,5,291.809,118.667,1793.817,1686.863,2802.984,655.027,3187.056,182.904,4992.671,1665.246
6.002609,4,283.179,64.068,2278.363,806.707,2878.426,788.961,3215.177,232.402,--undefined--,--undefined--
6.008859,5,281.744,69.528,2018.123,930.128,2806.099,469.662,3225.400,189.984,5064.025,1677.242
6.015109,4,286.271,106.822,2104.225,1211.987,2854.597,823.506,3199.847,251.486,--undefined--,--undefined--
6.021359,5,285.389,89.020,2325.325,932.341,2731.934,1356.425,3197.633,208.452,5191.628,2154.813
6.027609,4,293.286,139.050,2301.981,768.972,3152.351,290.232,3251.965,984.096,--undefined--,--undefined--
6.033859,4,296.988,166.896,2345.096,662.795,3121.650,185.976,3357.409,832.154,--undefined--,--undefined--
6.040109,4,298.484,199.434,2215.121,804.345,3129.206,188.515,3357.280,1131.336,--undefined--,--undefined--
6.046359,5,286.267,223.622,2059.127,2299.301,2543.772,1064.465,3187.670,128.905,5056.311,2372.226
6.052609,5,265.705,148.124,2112.867,1002.326,2725.446,1419.733,3172.045,132.594,4912.336,1729.795
6.058859,5,269.065,94.362,2142.053,803.967,2670.119,1635.702,3186.680,194.344,4920.299,1402.683
6.065109,5,275.793,85.421,1988.655,886.135,2886.673,808.672,3215.302,204.153,4875.054,1777.822
6.071359,4,281.692,102.302,2167.267,526.909,3102.494,267.702,3289.577,426.512,--undefined--,--undefined--
6.077609,4,290.436,164.254,2294.643,559.829,3105.006,239.801,3400.449,760.815,--undefined--,--undefined--
6.083859,4,278.860,133.294,2331.984,1025.290,2945.327,1788.018,3183.344,289.462,--undefined--,--undefined--
6.090109,4,278.677,105.386,2130.069,1036.138,2898.817,991.686,3247.666,285.656,--undefined--,--undefined--
6.096359,5,267.475,81.890,2175.669,666.270,2652.824,2231.033,3156.410,188.551,5340.524,1718.093
6.102609,5,260.835,74.480,2206.634,716.214,2554.735,1900.697,3090.252,269.182,4775.599,1324.418
6.108859,5,270.370,47.801,2099.184,615.042,3024.819,1319.870,3089.396,263.594,5215.926,1839.846
6.115109,4,281.087,64.350,2082.922,1011.372,2965.601,1094.644,3133.783,204.628,--undefined--,--undefined--
6.121359,4,282.139,90.530,2256.102,417.324,3151.820,174.007,3299.756,2907.748,--undefined--,--undefined--
6.127609,4,284.269,118.039,2254.114,773.910,3016.631,2065.522,3154.261,219.645,--undefined--,--undefined--
6.133859,5,283.990,87.681,1950.132,1255.920,2830.753,878.311,3161.111,230.590,4890.065,1876.333
6.140109,5,276.963,51.840,2122.849,700.212,3069.286,760.652,3139.006,248.187,4750.917,2106.124
6.146359,5,273.975,72.220,2080.814,882.258,2931.373,943.766,3150.038,213.719,5121.011,2354.848
6.152609,5,275.131,64.432,2209.968,732.620,2668.780,1132.733,3155.807,266.952,5373.384,1679.161
6.158859,5,293.467,64.097,2188.690,1284.586,2396.960,601.735,3224.167,270.254,4859.135,1080.493
6.165109,4,297.086,80.913,2211.629,984.138,2862.671,763.348,3178.384,233.229,--undefined--,--undefined--
6.171359,5,296.825,65.237,2127.954,848.358,2914.628,527.761,3208.099,229.512,4748.275,1955.054
6.177609,4,291.938,63.321,2120.533,783.432,2879.020,595.403,3264.579,281.321,--undefined--,--undefined--
6.183859,4,285.982,68.313,2145.844,430.286,3017.840,392.367,3325.258,376.030,--undefined--,--undefined--
6.190109,4,286.814,69.688,2088.758,833.731,3027.518,726.763,3184.053,272.414,--undefined--,--undefined--
6.196359,5,288.501,70.410,2220.574,1243.437,2903.615,1721.550,3084.601,205.139,5209.173,1669.270
6.202609,5,294.912,67.342,2387.104,2324.415,2591.227,879.759,3124.818,247.108,5094.521,1622.908
6.208859,4,302.124,126.749,2437.741,1655.353,2540.638,758.969,3173.637,180.358,--undefined--,--undefined--
6.215109,5,286.687,112.767,2225.325,693.550,2614.502,1604.538,3204.012,113.846,4917.021,1538.949
6.221359,5,287.821,123.027,1931.310,2088.423,2280.435,619.051,3214.411,112.224,4674.265,842.665
6.227609,5,293.480,68.500,2162.130,1622.255,2320.562,880.157,3240.363,139.665,4579.901,973.373
6.233859,5,289.177,57.780,2095.015,663.008,2776.458,988.923,3206.866,154.524,4904.654,1572.216
6.240109,4,290.863,76.547,2248.484,624.767,2812.593,1182.986,3238.516,165.620,--undefined--,--undefined--
6.246359,5,286.278,95.386,2190.706,1273.113,2591.607,968.938,3252.069,197.359,5143.537,1849.219
6.252609,4,280.699,106.049,2017.866,867.141,3085.323,244.898,3249.127,737.980,--undefined--,--undefined--
6.258859,5,284.782,76.100,1818.015,899.916,2947.911,274.557,3219.397,301.350,5203.891,1668.300
6.265109,5,291.668,87.368,1817.724,993.463,2902.058,476.656,3197.414,237.822,5030.119,1791.496
6.271359,5,282.368,67.457,2072.833,644.465,2950.406,1154.851,3139.023,180.574,4734.729,1708.153
6.277609,5,275.672,65.429,2083.707,510.086,2970.861,1751.204,3122.865,242.118,4740.020,1656.843
6.283859,4,270.378,62.800,1988.457,647.084,3148.610,242.322,3156.339,845.167,--undefined--,--undefined--
6.290109,4,264.307,57.457,1828.740,769.752,3067.843,589.081,3155.003,189.162,--undefined--,--undefined--
6.296359,5,255.712,82.377,2040.593,678.320,2619.738,1280.987,3262.734,183.200,4962.336,1462.352
6.302609,5,252.277,100.250,2054.383,716.014,2858.891,1400.380,3138.188,327.789,4776.408,1501.311
6.308859,5,258.446,74.754,2050.393,700.012,2985.516,900.651,3101.357,352.575,4874.030,1815.569
6.315109,5,264.789,56.630,1991.522,623.428,2823.865,530.674,3226.951,224.752,5041.721,2148.317
6.321359,4,272.122,46.597,2040.079,488.056,2936.755,349.023,3251.859,243.183,--undefined--,--undefined--
6.327609,5,275.128,45.339,2034.635,464.771,2873.989,351.957,3241.659,199.820,4972.011,2691.108
6.333859,4,278.505,53.676,2090.559,421.705,2887.212,407.841,3213.722,234.121,--undefined--,--undefined--
6.340109,4,275.031,60.512,2224.662,467.072,2941.563,641.632,3187.027,231.825,--undefined--,--undefined--
6.346359,4,272.277,76.155,2137.953,682.436,2859.751,810.152,3156.996,199.837,--undefined--,--undefined--
6.352609,4,275.570,73.294,1992.964,747.386,2844.389,661.527,3153.460,208.145,--undefined--,--undefined--
6.358859,5,270.071,73.322,1871.504,1142.212,2713.048,644.212,3144.267,196.303,5159.689,1482.317
6.365109,4,270.283,98.660,2401.526,598.404,2519.497,2024.362,3166.077,119.181,--undefined--,--undefined--
6.371359,4,274.873,69.911,2307.474,763.882,2829.600,1407.596,3147.598,148.602,--undefined--,--undefined--
6.377609,4,276.899,61.638,2169.107,937.905,2712.091,1180.380,3158.811,142.043,--undefined--,--undefined--
6.383859,5,282.536,67.215,2199.973,392.648,2416.274,2167.365,3182.682,149.028,5055.218,1433.528
6.390109,4,285.110,96.589,2222.832,408.140,3032.685,2868.349,3129.089,129.617,--undefined--,--undefined--
6.396359,4,306.846,547.543,2241.387,929.010,3095.567,324.581,4090.913,1897.874,--undefined--,--undefined--
6.402609,5,829.800,2005.908,1078.272,1294.606,2659.687,1058.963,3478.351,1227.545,4783.807,920.737
6.408859,4,1111.172,470.341,2261.786,977.641,3242.818,844.829,4685.575,548.385,--undefined--,--undefined--
6.415109,4,1022.096,484.314,2538.487,926.666,3176.213,321.584,4725.991,457.517,--undefined--,--undefined--
6.421359,5,293.530,274.145,1523.213,1014.755,2924.610,683.311,3177.709,339.987,4847.531,818.890
6.427609,5,295.101,116.598,2083.323,945.703,2775.136,2274.745,3137.882,130.718,4668.965,913.524
6.433859,5,299.905,123.192,2172.262,797.360,2564.403,1952.389,3157.651,141.270,4770.313,1363.454
6.440109,5,303.759,118.839,2079.644,942.043,2538.962,1218.163,3113.637,135.695,4819.841,1220.068
6.446359,5,285.171,102.591,1726.705,812.719,2708.273,966.358,3102.473,127.837,4775.740,607.832
6.452609,5,288.644,95.484,1909.024,603.697,3041.854,177.549,3142.943,1818.131,5169.577,1371.960
6.458859,4,297.788,97.008,2082.995,550.217,3031.782,188.107,3575.926,1308.839,--undefined--,--undefined--
6.465109,4,297.967,94.696,2140.424,696.107,2995.925,1546.899,3153.393,174.024,--undefined--,--undefined--
6.471359,4,309.713,85.076,2215.327,288.988,3149.155,245.747,3230.920,682.446,--undefined--,--undefined--
6.477609,4,316.387,91.630,2180.598,412.385,3097.502,1309.027,3173.125,234.682,--undefined--,--undefined--
6.483859,4,314.216,92.306,2139.236,551.939,3161.354,200.914,3162.496,1689.792,--undefined--,--undefined--
6.490109,4,317.485,104.721,2156.323,272.146,3107.698,253.448,3746.867,778.870,--undefined--,--undefined--
6.496359,4,310.426,60.617,2149.839,137.374,3140.539,298.346,3688.386,755.552,--undefined--,--undefined--
6.502609,4,315.871,71.580,2210.551,268.937,3242.261,250.163,3601.533,1202.839,--undefined--,--undefined--
